"order","suborder","greatgroup","subgroup","edition","taxon","newcode","criterion"
"G","GA","GAB","GABB","13","Duric Xeric Petrocryids","GABB","I I GABB.    Other Petrocryids that   meet items 1 and 2 below :"
"G","GC","GCB","GCBE","13","Haploxeralfic Argidurids","GCBE","GCBE. Other Argidurids that  meet items 1  and  2 below :"
"G","GC","GCB","GCBF","13","Argidic Argidurids","GCBF","GCBF. Other Argidurids that meet item  1 below:"
"G","GC","GCB","GCBD","13","Abruptic Argidurids","GCBD","GCBD. Other Argidurids that meet item 1  below:"
"G","GC","GCB","GCBG","13","Vitrixerandic   Argidurids","GCBG","GCBG. Other Argidurids that  meet items 1  and  2 below :"
"G","GC","GCB","GCBH","13","Vitrandic Argidurids","GCBH","GCBH. Other Argidurids that meet item 2 below:"
"G","GC","GCC","GCCC","13","Xereptic Haplodurids","GCCC","GCCC. Other Haplodurids that  meet items 1  and  2 below :"
"G","GC","GCC","GCCD","13","Cambidic Haplodurids","GCCD","GCCD. Other Haplodurids that meet item 1 below:"
"G","GC","GCC","GCCE","13","Vitrixerandic Haplodurids","GCCE","GCCE. Other Haplodurids that  meet items 1  and  2 below :"
"G","GC","GCC","GCCF","13","Vitrandic Haplodurids","GCCF","GCCF. Other Haplodurids that meet item 2  below:"
"G","GC","GCC","GCCA","13","Aquicambidic Haplodurids","GCCA","GCCA. Haplodurids that meet   items 1  and  2 below :"
"G","GC","GCC","GCCB","13","Aquic Haplodurids","GCCB","GCCB. Other Haplodurids that meet item 2 below:"
"G","GC","GCA","GCAD","13","Natrixeralfic Natridurids","GCAD","GCAD. Other Natridurids that  meet items 1  and  2 below :"
"G","GC","GCA","GCAE","13","Natrargidic Natridurids","GCAE","GCAE. Other Natridurids that meet item 1 below:"
"G","GC","GCA","GCAF","13","Vitrixerandic Natridurids","GCAF","GCAF. Other Natridurids that  meet items 1  and  2 below :"
"G","GC","GCA","GCAG","13","Vitrandic Natridurids","GCAG","GCAG. Other Natridurids that meet item 2 below:"
"G","GC","GCA","GCAB","13","Aquic Natrargidic Natridurids","GCAB","GCAB. Other Natridurids that meet   items 1  and  2 below :"
"G","GC","GCA","GCAC","13","Aquic Natridurids","GCAC","GCAC. Other Natridurids that meet item 2 below:"
"G","GD","GDC","GDCE","13","Vitrixerandic Argigypsids","GDCE","GDCE. Other Argigypsids that  meet items 1  and  2 below :"
"G","GD","GDC","GDCF","13","Vitrandic Argigypsids","GDCF","GDCF. Other Argigypsids that meet item 2 below:"
"G","GD","GDD","GDDC","13","Vitrixerandic   Calcigypsids","GDDC","GDDC. Other Calcigypsids that  meet items 1  and  2  below :"
"G","GD","GDD","GDDD","13","Vitrandic Calcigypsids","GDDD","GDDD.    Other Calcigypsids that   meet item 2 below:"
"G","GD","GDE","GDEE","13","Vitrixerandic  Haplogypsids","GDEE","GDEE. Other Haplogypsids that  meet items 1  and  2 below :"
"G","GD","GDE","GDEF","13","Vitrandic  Haplogypsids","GDEF","GDEF. Other Haplogypsids that meet item 2 below:"
"G","GD","GDA","GDAD","13","Vitrandic Petrogypsids","GDAD","GDAD.     Other Petrogypsids that  meet item 2 below:"
"L","LB","LBG","LBGB","13","Humaqueptic   Epiaquents","LBGB","LBGB. Other  Epiaquents  that  meet items 1  and  2 below :"
"L","LB","LBG","LBGC","13","Mollic   Epiaquents","LBGC","LBGC.   Other  Epiaquents  that meet item 1 below:"
"L","LB","LBH","LBHE","13","Humaqueptic   Endoaquents","LBHE","LBHE. Other  Endoaquents  that  meet item 1  and  2 below :"
"L","LB","LBH","LBHF","13","Mollic   Endoaquents","LBHF","LBHF.  Other  Endoaquents  that meet item 1 below:"
"L","LB","LBF","LBFF","13","Humaqueptic  Fluvaquents","LBFF","LBFF. Other Fluvaquents that  meet items 1  and  2 below :"
"L","LB","LBF","LBFG","13","Mollic   Fluvaquents","LBFG","LBFG. Other Fluvaquents that  meet item 1 below:"
"L","LB","LBE","LBED","13","Humaqueptic  Psammaquents","LBED","LBED. Other Psammaquents that  meet items 1  and  2 below :"
"L","LD","LDE","LDEA","13","Ustertic   Torrifluvents","LDEA","LDEA.  Torrifluvents  that  meet items 1, 2,  and  3 below :"
"L","LD","LDE","LDEB","13","Vertic   Torrifluvents","LDEB","LDEB. Other  Torrifluvents  that  meet item 1 below:"
"L","LD","LDE","LDEC","13","Vitrixerandic   Torrifluvents","LDEC","LDEC. Other  Torrifluvents  that  meet items 1, 2,  and  3 below:"
"L","LD","LDE","LDED","13","Vitrandic   Torrifluvents","LDED","LDED. Other  Torrifluvents  that  meet item 3  below:"
"L","LD","LDE","LDEG","13","Duric  Xeric  Torrifluvents","LDEG","LDEG. Other  Torrifluvents  that  meet items 1, 2,  and  3 below:"
"L","LD","LDE","LDEH","13","Duric   Torrifluvents","LDEH","LDEH. Other  Torrifluvents  that meet item 1 below:"
"L","LD","LDF","LDFA","13","Aquertic  Udifluvents","LDFA","T T LDFA.     Udifluvents that   meet items 1  and  2 below :"
"L","LD","LDF","LDFB","13","Vertic  Udifluvents","LDFB","LDFB. Other Udifluvents that meet item 1 below:"
"L","LD","LDD","LDDA","13","Aquertic  Ustifluvents","LDDA","LDDA. Ustifluvents that  meet items 1  and  2 below :"
"L","LD","LDD","LDDB","13","Torrertic  Ustifluvents","LDDB","LDDB. Other Ustifluvents that meet item s 1  and  3 below:"
"L","LD","LDD","LDDC","13","Vertic  Ustifluvents","LDDC","LDDC. Other Ustifluvents that meet item 1 below:"
"L","LE","LEC","LECA","13","Lithic Ustic  Torriorthents","LECA","LECA. Torriorthents that  meet items 1, 2,  and  3 below :"
"L","LE","LEC","LECB","13","Lithic Xeric  Torriorthents","LECB","LECB. Other Torriorthents that meet items 1, 2,  and  4 below:"
"L","LE","LEC","LECD","13","Xerertic  Torriorthents","LECD","LECD. Other Torriorthents that  meet items 1, 2,  and  3 below :"
"L","LE","LEC","LECE","13","Ustertic  Torriorthents","LECE","LECE. Other Torriorthents that meet items 1, 2,  and  4 below:"
"L","LE","LEC","LECF","13","Vertic  Torriorthents","LECF","LECF. Other Torriorthents that meet item 1 below:"
"L","LE","LEF","LEFB","13","Anthrodensic  Sodic   Udorthents","LEFB","LEFB. Other Udorthents that  meet items 1  and  2 below :"
"L","LE","LEF","LEFC","13","Anthrodensic   Udorthents","LEFC","LEFC. Other Udorthents that  meet item 1 below:"
"L","LE","LEE","LEEB","13","Lithic  Ustorthents","LEEB","LEEB. Other  Ustorthents  that meet item  1 below:"
"L","LE","LEE","LEEC","13","Torrertic   Ustorthents","LEEC","LEEC. Other  Ustorthents  that  meet items 1  and  2 below :"
"L","LE","LEE","LEED","13","Vertic   Ustorthents","LEED","LEED. Other  Ustorthents  that meet item 1 below:"
"L","LE","LEE","LEEK","13","Vitritorrandic   Ustorthents","LEEK","LEEK. Other  Ustorthents  that  meet items 1  and  2 below :"
"L","LE","LEE","LEEL","13","Vitrandic   Ustorthents","LEEL","LEEL. Other  Ustorthents  that meet item 2 below:"
"L","LE","LED","LEDB","13","Anthraltic  Sodic   Xerorthents","LEDB","LEDB. Other Xerorthents that  meet items 1  and  2 below :"
"L","LE","LED","LEDC","13","Anthraltic  Xerorthents","LEDC","LEDC. Other Xerorthents that meet item 1 below:"
"L","LC","LCC","LCCE","13","Ustoxic  Quartzipsamments","LCCE","LCCE. Other Quartzipsamments that meet  items 1, 3,  and  4  below :"
"L","LC","LCC","LCCF","13","Udoxic  Quartzipsamments","LCCF","LCCF. Other Quartzipsamments that meet  items 2, 3,  and  4 below:"
"L","LC","LCC","LCCB","13","Aquodic Quartzipsamments","LCCB","LCCB. Other Quartzipsamments that  meet items 1  and  2 below :"
"L","LC","LCC","LCCC","13","Aquic Quartzipsamments","LCCC","LCCC. Other Quartzipsamments that meet item 1 below:"
"L","LC","LCC","LCCH","13","Lamellic  Ustic Quartzipsamments","LCCH","LCCH. Other Quartzipsamments that  meet items 1  an d  2 below :"
"L","LC","LCC","LCCI","13","Lamellic  Quartzipsamments","LCCI","LCCI. Other Quartzipsamments that meet item 1 below:"
"L","LC","LCE","LCEB","13","Aquic  Durinodic   Xeropsamments","LCEB","LCEB. Other  Xeropsamments  that  meet items 1  and  2 below :"
"L","LC","LCE","LCEC","13","Aquic  Xeropsamments","LCEC","LCEC. Other  Xeropsamments  that meet item 1 below:"
"A","AC","ACA","ACAC","13","Fluvaquentic Historthels","ACAC","ACAC.    Other Historthels that  meet items 1, 2, 3,  and  4 below :"
"A","AC","ACA","ACAD","13","Fluventic Historthels","ACAD","ACAD.    Other Historthels that meet items 1, 2,  and  4 below:"
"B","BD","BDD","BDDC","13","Halic  Terric  Haplosaprists","BDDC","BDDC. Other Haplosaprists that  meet items 1  and  2 below :"
"B","BD","BDD","BDDD","13","Halic Haplosaprists","BDDD","BDDD.   Other Haplosaprists that meet item 1 below:"
"B","BD","BDD","BDDE","13","Terric Haplosaprists","BDDE","BDDE. Other Haplosaprists that meet item 2 below:"
"K","KA","KAF","KAFB","13","Histic Lithic Cryaquepts","KAFB","KAFB.  Other Cryaquepts that  meet  items 1  and  2 below:"
"K","KA","KAF","KAFC","13","Lithic Cryaquepts","KAFC","KAFC. Other Cryaquepts that meet item 2 below:"
"K","KA","KAF","KAFI","13","Aeric Humic Cryaquepts","KAFI","KAFI Other   Cryaquepts  that  meet items 1  and  2 below :"
"K","KA","KAF","KAFJ","13","Aeric Cryaquepts","KAFJ","KAF J . Other Cryaquepts that meet item  1 below:"
"K","KA","KAF","KAFK","13","Humic Cryaquepts","KAFK","KAF K . Other Cryaquepts that meet item  2  below:"
"K","KA","KAJ","KAJE","13","Fluventic Endoaquepts","KAJE","KAJE. Other Endoaquepts that  meet items 1, 2, 3,  and  4 below :"
"K","KA","KAJ","KAJF","13","Fluvaquentic Endoaquepts","KAJF","KAJF. Other Endoaquepts that meet items 1, 2,  and  4 below :"
"K","KA","KAJ","KAJI","13","Humic Endoaquepts","KAJI","KAJI. Other Endoaquepts that  meet items 1  and  2 below :"
"K","KA","KAJ","KAJJ","13","Mollic Endoaquepts","KAJJ","KAJJ. Other Endoaquepts that meet item 1 below:"
"K","KA","KAI","KAIF","13","Humic Epiaquepts","KAIF","KAIF. Other Epiaquepts that  meet items 1  and  2 below :"
"K","KA","KAI","KAIG","13","Mollic Epiaquepts","KAIG","KAIG. Other Epiaquepts that meet item 1 below:"
"K","KA","KAH","KAHE","13","Fluvaquentic Humaquepts","KAHE","KAHE. Other Humaquepts that meet items 1 , 2,  and  4 below:"
"K","KA","KAB","KABA","13","Histic Placic Petraquepts","KABA","KABA. Petraquepts that  meet items  1  and  2 below :"
"K","KA","KAB","KABB","13","Placic Petraquepts","KABB","KABB. Other Petraquepts that meet item  2 below:"
"K","KC","KCC","KCCC","13","Haploxerandic Dystrocryepts","KCCC","KCCC. Other Dystrocryepts that  meet items 1  and  2  below :"
"K","KC","KCC","KCCD","13","Vitrixerandic  Dystrocryepts","KCCD","KCCD. Other Dystrocryepts that meet items 1  and  3 below:"
"K","KC","KCD","KCDD","13","Vitrixerandic Haplocryepts","KCDD","KCDD. Other Haplocryepts that meet items 1  and  3 below:"
"K","KC","KCD","KCDE","13","Haplustandic Haplocryepts","KCDE","KCDE. Other Haplocryepts that  meet items 1  and  2 below :"
"K","KC","KCD","KCDF","13","Ustivitrandic Haplocryepts","KCDF","KCDF. Other Haplocryepts that meet items 1  and  3 below:"
"K","KC","KCA","KCAC","13","Haploxerandic Humicryepts","KCAC","KCAC. Other Humicryepts that  meet items 1  and  2 below :"
"K","KC","KCA","KCAD","13","Vitrixerandic Humicryepts","KCAD","KCAD. Other Humicryepts that meet items 1  and  3 below:"
"K","KF","KFF","KFFA","13","Humic Lithic Dystrudepts","KFFA","KFFA. Dystrudepts that  meet items 1  and  2 below :"
"K","KF","KFF","KFFB","13","Lithic Dystrudepts","KFFB","KFFB. Other Dystrudepts that meet item 1 below:"
"K","KF","KFF","KFFJ","13","Aquic Humic Dystrudepts","KFFJ","KFFJ. Other Dystrudepts that  meet items 1  and  2 below :"
"K","KF","KFF","KFFK","13","Aquic Dystrudepts","KFFK","KFFK. Other Dystrudepts that meet item 2 below:"
"K","KF","KFF","KFFP","13","Fluventic Humic Dystrudepts","KFFP","KFFP. Other Dystrudepts that  meet items 1, 2, 3,  and  4 below :"
"K","KF","KFF","KFFQ","13","Fluventic Dystrudepts","KFFQ","KFFQ. Other Dystrudepts that meet items 1, 2,  and  4 below:"
"K","KF","KFF","KFFT","13","Ruptic-Alfic Dystrudepts","KFFT","KFFT. Other Dystrudepts that  meet items 1  and  2 below :"
"K","KF","KFF","KFFU","13","Ruptic-Ultic Dystrudepts","KFFU","KFFU. Other Dystrudepts that meet item 1 below:"
"K","KF","KFE","KFEA","13","Humic Lithic Eutrudepts","KFEA","KFEA. Eutrudepts that  meet items 1  and  2 below :"
"K","KF","KFE","KFEB","13","Lithic Eutrudepts","KFEB","KFEB. Other Eutrudepts that meet item  2 below:"
"K","KF","KFE","KFEC","13","Aquertic Eutrudepts","KFEC","KFEC. Other Eutrudepts that  meet items 1  and  2 below :"
"K","KF","KFE","KFED","13","Vertic Eutrudepts","KFED","KFED. Other Eutrudepts that meet item 1 below:"
"K","KF","KFE","KFEJ","13","Aquic Dystric Eutrudepts","KFEJ","KFEJ. Other Eutrudepts that meet  items 1  and  2 below :"
"K","KF","KFE","KFEK","13","Aquic Eutrudepts","KFEK","KFEK. Other Eutrudepts that meet item 1 below:"
"K","KF","KFE","KFEO","13","Dystric Fluventic Eutrudepts","KFEO","KFEO.    Other Eutrudepts that  meet items 1, 2, 3,  and  4 below :"
"K","KF","KFE","KFEP","13","Fluventic Eutrudepts","KFEP","KFEP. Other Eutrudepts that meet items 1, 2,  and  3 below:"
"K","KF","KFD","KFDD","13","Andic Oxyaquic Humudepts","KFDD","KFDD. Other Humudepts that  meet items 1  an d  2 below :"
"K","KF","KFD","KFDE","13","Andic Humudepts","KFDE","KFDE. Other Humudepts that meet item  1 below:"
"K","KF","KFD","KFDL","13","Cumulic Humudepts","KFDL","KFDL. Other Humudepts that  meet items 1, 2, 3,  and  4 below :"
"K","KF","KFD","KFDM","13","Fluventic Humudepts","KFDM","KFDM. Other Humudepts  that meet  items 1, 2,  and  4 below:"
"K","KD","KDB","KDBB","13","Lithic Calciustepts","KDBB","KDBB. Other Calciustepts that meet item 2 below:"
"K","KD","KDB","KDBC","13","Torrertic Calciustepts","KDBC","KDBC. Other Calciustepts that  meet items 1  and  2 below :"
"K","KD","KDB","KDBD","13","Vertic Calciustepts","KDBD","KDBD. Other Calciustepts that meet item 1 below:"
"K","KD","KDD","KDDB","13","Torrertic Dystrustepts","KDDB","KDDB. Other Dystrustepts that  meet items 1  and  2 below :"
"K","KD","KDD","KDDC","13","Vertic Dystrustepts","KDDC","KDDC. Other Dystrustepts that meet item 2 below:"
"K","KD","KDE","KDEA","13","Arid ic Lithic Haplustepts","KDEA","KDEA. Haplustepts that  meet items 1 and 2 below :"
"K","KD","KDE","KDEB","13","Humic   Dystrustepts","KDEB","KDEB. Other Haplustepts that  meet item 1  below:     Lithic Haplustepts"
"K","KE","KEE","KEEA","13","Humic Lithic Dystroxerepts","KEEA","KEEA. Dystroxerepts that  meet items 1  and  2 below :"
"K","KE","KEE","KEEB","13","Lithic Dystroxerepts","KEEB","KEEB. Other Dystroxerepts that meet item 1 below:"
"K","KE","KEE","KEEK","13","Fluventic Humic  Dystroxerepts","KEEK","KEEK. Other Dystroxerepts that  meet items 1, 2, 3,  and  4 below :"
"K","KE","KEE","KEEL","13","Fluventic  Dystroxerepts","KEEL","KEEL. Other Dystroxerepts that meet items 1, 2,  and  4 below:"
"K","KE","KEF","KEFA","13","Humic Lithic Haploxerepts","KEFA","KEFA. Haploxerepts that  meet items 1  and  2 below :"
"K","KE","KEF","KEFB","13","Lithic Haploxerepts","KEFB","KEFB. Other Haploxerepts that meet item 1 below:"
"K","KE","KEF","KEFE","13","Andic Oxyaquic   Haploxerepts","KEFE","KEFE . Other Haploxerepts that  meet items 1  and  2 below :"
"K","KE","KEF","KEFF","13","Andic Haploxerepts","KEFF","KEFF.  Other Haploxerepts that meet item 1 below:"
"K","KE","KEF","KEFG","13","Oxyaquic Vitrandic Haploxerepts","KEFG","KEFG. Other Haploxerepts that  meet items 1  and  2 below :"
"K","KE","KEF","KEFH","13","Vitrandic Haploxerepts","KEFH","KEFH.    Other Haploxerepts that meet item 2 below:"
"K","KE","KEC","KECG","13","Cumulic Humixerepts","KECG","KECG. Other Humixerepts  meet items 1, 2, 3,  and  4 below :"
"K","KE","KEC","KECH","13","Fluventic Humixerepts","KECH","KECH. Other Humixerepts that meet items 1, 2,  and  4 below:"
"I","IA","IAB","IABC","13","Argiaquic Xeric Argialbolls","IABC","IABC. Other Argialbolls that   meet items 1  and  2 below :"
"I","IA","IAB","IABD","13","Argiaquic Argialbolls","IABD","IABD. Other Argialbolls that meet item  1 below:"
"I","IA","IAB","IABA","13","Xerertic Argialbolls","IABA","IABA. Argialbolls that  meet items 1  and  2 below :"
"I","IA","IAB","IABB","13","Vertic Argialbolls","IABB","IABB. Other Argialbolls that meet item 2 below:"
"I","IE","IED","IEDH","13","Calcic Pachic Argicryolls","IEDH","IEDH. Other Argicryolls that  meet items 1  and  2 below :"
"I","IE","IED","IEDI","13","Pachic Argicryolls","IEDI","IEDI. Other Argicryolls that meet item  1 below:"
"I","IE","IED","IEDJ","13","Calcic Argicryolls","IEDJ","IEDJ. Other Argicryolls that meet item 2 below:"
"I","IE","IEF","IEFE","13","Aquic Cumulic Haplocryolls","IEFE","IEFE.    Other Haplocryolls that  meet items 1 , 2, 3, 4  and  5 below :"
"I","IE","IEF","IEFF","13","Cumulic Haplocryolls","IEFF","IEFF. Other Haplocryolls that meet items 1,  2, 3,  and  4 below:"
"I","IE","IEF","IEFK","13","Pachic Haplocryolls","IEFK","IEFK. Other Haplocryolls that  meet item 1 below:"
"I","IH","IHD","IHDJ","13","Aquic Pachic Argiudolls","IHDJ","IHDJ. Other Argiudolls that  meet items 1  and  2 below :"
"I","IH","IHD","IHDK","13","Pachic Argiudolls","IHDK","IHDK. Other Argiudolls that meet item 2 below:"
"I","IH","IHF","IHFD","13","Pachic Vertic Hapludolls","IHFD","IHFD. Other Hapludolls that  meet items 1  and  2 below :"
"I","IH","IHF","IHFE","13","Vertic Hapludolls","IHFE","IHFE. Other Hapludolls that meet item 2 below:"
"I","IH","IHF","IHFH","13","Aquic Cumulic Hapludolls","IHFH","IHFH. Other Hapludolls that  meet items 1, 2, 3, 4,  and  5 below :"
"I","IH","IHF","IHFI","13","Cumulic Hapludolls","IHFI","IHFI. Other Hapludolls that meet items 2, 3, 4,  and  5 below:"
"I","IH","IHF","IHFJ","13","Fluvaquentic Hapludolls","IHFJ","IHFJ.    Other Hapludolls that  meet items 1, 2, 3,  and  4 below :"
"I","IH","IHF","IHFK","13","Fluventic Hapludolls","IHFK","IHFK. Other Hapludolls that  meet items 1, 2,  and  4 below:"
"I","IH","IHF","IHFL","13","Aquic Pachic Hapludolls","IHFL","IHFL. Other Hapludolls that  meet items 1  and  2 below :"
"I","IH","IHF","IHFM","13","Pachic Hapludolls","IHFM","IHFM.  Other Hapludolls that meet item 2 below:"
"I","IH","IHA","IHAB","13","Leptic  Vertic  Natrudolls","IHAB","IHAB. Other Natrudolls that  meet items 1  and   3  below :"
"I","IH","IHA","IHAD","13","Vertic Natrudolls","IHAD","IHAD. Other Natrudolls that meet item 3 below:"
"I","IG","IGE","IGEA","13","Aridic Lithic Argiustolls","IGEA","IGEA. Argiustolls that  meet  items 1  and  2 below :"
"I","IG","IGE","IGEB","13","Alfic Lithic Argiustolls","IGEB","IGEB. Other Argiustolls that meet items 1  and  3 below:"
"I","IG","IGE","IGEC","13","Lithic Argiustolls","IGEC","IGEC. Other Argiustolls that meet item 1 below:"
"I","IG","IGE","IGEF","13","Pachic Udertic Argiustolls","IGEF","IGEF. Other Argiustolls that  meet items 1, 2,  and  3 below :"
"I","IG","IGE","IGEG","13","Udertic Argiustolls","IGEG","IGEG. Other Argiustolls that meet items 2  and  3 below:"
"I","IG","IGE","IGEH","13","Pachic Vertic Argiustolls","IGEH","IGEH. Other Argiustolls that meet items 1  and  3 below:"
"I","IG","IGE","IGEI","13","Vertic Argiustolls","IGEI","IGEI. Other Argiustolls that meet item 3 below:"
"I","IG","IGE","IGEK","13","Vitritorrandic Argiustolls","IGEK","IGEK. Other Argiustolls that  meet items 1  and  2 below :"
"I","IG","IGE","IGEL","13","Vitrandic Argiustolls","IGEL","IGEL. Other Argiustolls that meet item 2 below:"
"I","IG","IGE","IGEQ","13","Calcidic Argiustolls","IGEQ","IGEQ. Other Argiustolls that  meet items 1  and  2 below :"
"I","IG","IGE","IGER","13","Aridic Argiustolls","IGER","IGER. Other Argiustolls that meet item 2 below:"
"I","IG","IGC","IGCB","13","Lithic Petrocalcic Calciustolls","IGCB","IGCB. Other Calciustolls that  meet items 1  and  2 below:"
"I","IG","IGC","IGCC","13","Lithic Calciustolls","IGCC","IGCC. Other Calciustolls that meet item 2 below:"
"I","IG","IGA","IGAB","13","Haploduridic Durustolls","IGAB","IGAB. Other Durustolls that  meet items 1  and  2 below :"
"I","IG","IGA","IGAC","13","Argiduridic Durustolls","IGAC","IGAC. Other Durustolls that  meet item 2 below:"
"I","IG","IGA","IGAD","13","Entic Durustolls","IGAD","IGAD. Other Durustolls that meet item 1 below:"
"I","IG","IGG","IGGB","13","Ruptic-Lithic Haplustolls","IGGB","IGGB. Other Haplustolls that   meet item 1 below :"
"I","IG","IGG","IGGC","13","Aridic Lithic Haplustolls","IGGC","IGGC. Other Haplustolls that  meet items 1  an d  3 below :"
"I","IG","IGG","IGGD","13","Lithic Haplustolls","IGGD","IGGD. Other Haplustolls that meet item 2 below:"
"I","IG","IGG","IGGG","13","Pachic Udertic Haplustolls","IGGG","IGGG . Other Haplustolls that  meet items 1, 2,  and  3 below :"
"I","IG","IGG","IGGH","13","Udertic Haplustolls","IGGH","IGGH. Other Haplustolls that  meet items 2  and  3 below:"
"I","IG","IGG","IGGI","13","Pachic Vertic Haplustolls","IGGI","IGGI. Other Haplustolls that  meet items 1  and  3 below:"
"I","IG","IGG","IGGJ","13","Vertic Haplustolls","IGGJ","IGGJ. Other Haplustolls that meet item 3 below:"
"I","IG","IGG","IGGK","13","Torroxic Haplustolls","IGGK","IGGK. Other Haplustolls that  meet items 1  and  2 below :"
"I","IG","IGG","IGGL","13","Oxic Haplustolls","IGGL","IGGL. Other Haplustolls that meet item 2 below:"
"I","IG","IGG","IGGN","13","Vitritorrandic Haplustolls","IGGN","IGGN. Other Haplustolls that  meet items 1  and  2 below :"
"I","IG","IGG","IGGO","13","Vitrandic Haplustolls","IGGO","IGGO. Other Haplustolls that meet item 2 below:"
"I","IG","IGG","IGGQ","13","Cumulic Haplustolls","IGGQ","IGGQ. Other Haplustolls that  meet items 2, 3, 4,  and  5 below:"
"I","IG","IGG","IGGZb","13","Udorthentic Haplustolls","IGGZb","IGGZb. Other Haplustolls that  meet items 1  and  2 below :"
"I","IG","IGG","IGGZc","13","Udic Haplustolls","IGGZc","IGGZc. Other Haplustolls that meet item 1 below:"
"I","IG","IGG","IGGZd","13","Entic   Haplustolls","IGGZd","IGGZd. Other Haplustolls that meet item 2 below:"
"I","IG","IGB","IGBA","13","Leptic Torrertic Natrustolls","IGBA","IGBA. Natrustolls that  meet items 1, 2,  and  3 below :"
"I","IG","IGB","IGBB","13","Torrertic  Natrustolls","IGBB","IGBB. Other Natrustolls that meet items 2  and  3 below:"
"I","IG","IGB","IGBC","13","Leptic  Vertic  Natrustolls","IGBC","IGBC. Other Natrustolls that meet items 1  and  3 below:"
"I","IG","IGB","IGBD","13","Glossic Vertic Natrustolls","IGBD","IGBD. Other Natrustolls that  meet items 1  and  2 below :"
"I","IG","IGB","IGBE","13","Vertic Natrustolls","IGBE","IGBE. Other Natrustolls that meet item  2 below:"
"I","IG","IGB","IGBF","13","Aridic Leptic Natrustolls","IGBF","IGBF. Other Natrustolls that  meet items 1  and  2 below :"
"I","IG","IGB","IGBG","13","Leptic Natrustolls","IGBG","IGBG. Other Natrustolls that meet item 2 below:"
"I","IG","IGD","IGDG","13","Calcidic   Paleustolls","IGDG","IGDG. Other Paleustolls that  meet items 1  and  2 below :"
"I","IG","IGD","IGDH","13","Aridic Paleustolls","IGDH","IGDH. Other Paleustolls that meet item 2 below:"
"I","IF","IFE","IFEA","13","Aridic Lithic Argixerolls","IFEA","IFEA. Argixerolls that  meet items 1  and  2 below :"
"I","IF","IFE","IFEB","13","Lithic Ultic   Argixerolls","IFEB","IFEB. Other Argixerolls that meet items 2  and  3 below:"
"I","IF","IFE","IFEC","13","Lithic Argixerolls","IFEC","IFEC. Other Argixerolls that meet item 2 below:"
"I","IF","IFE","IFED","13","Torrertic Argixerolls","IFED","IFED. Other Argixerolls that  meet items 1  and  2 below :"
"I","IF","IFE","IFEE","13","Vertic Argixerolls","IFEE","IFEE. Other Argixerolls that meet item 2 below:"
"I","IF","IFE","IFEG","13","Vitritorrandic Argixerolls","IFEG","IFEG. Other Argixerolls that  meet items 1  and  2 below :"
"I","IF","IFE","IFEI","13","Aquultic Argixerolls","IFEI","IFEI. Other Argixerolls that  meet items 1  and  2 below :"
"I","IF","IFE","IFEJ","13","Aquic Argixerolls","IFEJ","IFEJ. Other Argixerolls that meet item 2 below:"
"I","IF","IFE","IFEM","13","Calcic Pachic Argixerolls","IFEM","IFEM . Other Argixerolls that  meet items 1  and  2 below :"
"I","IF","IFE","IFEN","13","Pachic Ultic Argixerolls","IFEN","IFEN. Other Argixerolls that meet items 2  and  3 below:"
"I","IF","IFE","IFEO","13","Pachic Argixerolls","IFEO","IFEO. Other Argixerolls that meet item 2 below:"
"I","IF","IFE","IFEP","13","Argiduridic Argixerolls","IFEP","IFEP. Other Argixerolls that  meet items 1  and  2 below :"
"I","IF","IFE","IFEQ","13","Duric Argixerolls","IFEQ","IFEQ. Other Argixerolls that meet item 1 below:"
"I","IF","IFE","IFER","13","Calciargidic Argixerolls","IFER","IFER. Other Argixerolls that  meet items 1  and  2 below :"
"I","IF","IFE","IFES","13","Aridic Argixerolls","IFES","IFES. Other Argixerolls that meet item 2 below:"
"I","IF","IFE","IFET","13","Calcic Argixerolls","IFET","IFET. Other Argixerolls that meet item 1 below:"
"I","IF","IFD","IFDA","13","Aridic Lithic Calcixerolls","IFDA","IFDA. Calcixerolls that  meet items 1  and  2 below :"
"I","IF","IFD","IFDB","13","Lithic Calcixerolls","IFDB","IFDB. Other Calcixerolls that meet item 2 below:"
"I","IF","IFA","IFAB","13","Vitritorrandic  Durixerolls","IFAB","IFAB. Other Durixerolls that  meet items 1  and  2 below :"
"I","IF","IFA","IFAC","13","Vitrandic Durixerolls","IFAC","IFAC. Other Durixerolls that meet item 2 below:"
"I","IF","IFA","IFAG","13","Cambidic Durixerolls","IFAG","IFAG. Other Durixerolls that  meet items  1, 2,  and  3 below :"
"I","IF","IFA","IFAH","13","Haploduridic Durixerolls","IFAH","IFAH. Other Durixerolls that   meet items 1  and  2 below:"
"I","IF","IFA","IFAI","13","Argidic Durixerolls","IFAI","IFAI. Other Durixerolls that meet items 1  and  3 below:"
"I","IF","IFA","IFAJ","13","Argiduridic Durixerolls","IFAJ","IFAJ. Other Durixerolls that  meet item 1 below:"
"I","IF","IFA","IFAE","13","Paleargidic Durixerolls","IFAE","IFAE. Other Durixerolls that  meet items 1, 2  and  3 below :"
"I","IF","IFA","IFAF","13","Abruptic Argiduridic Durixerolls","IFAF","IFAF. Other Durixerolls that meet items 1  and  2  below:"
"I","IF","IFA","IFAK","13","Haplic Palexerollic  Durixerolls","IFAK","IFAK. Other Durixerolls that  meet items 1  and  2 below :"
